,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1102,Greenwich Village,40.72693288536128,-73.99991402945902,The Bitter End,40.72825306219039,-73.9992936976259,Rock Club
1103,Greenwich Village,40.72693288536128,-73.99991402945902,Groove NYC,40.73054285017155,-74.00026966586857,Music Venue
1104,Greenwich Village,40.72693288536128,-73.99991402945902,HERE Arts Center,40.724976046171776,-74.00499434744694,Theater
1105,Greenwich Village,40.72693288536128,-73.99991402945902,Yellow Korner,40.72440983453445,-74.00088710601942,Art Gallery
1106,Greenwich Village,40.72693288536128,-73.99991402945902,Screening Room At The Crosby Hotel,40.723031954033985,-73.99743511417526,Indie Movie Theater
1107,Greenwich Village,40.72693288536128,-73.99991402945902,NYU 80WSE Gallery,40.729856756265654,-73.99653616069389,Art Gallery
1108,Greenwich Village,40.72693288536128,-73.99991402945902,The Renee and Chaim Gross Foundation,40.728503,-73.998892,Art Gallery
1109,Greenwich Village,40.72693288536128,-73.99991402945902,Players Theatre,40.73010068549423,-74.00056171523278,Indie Theater
1110,Greenwich Village,40.72693288536128,-73.99991402945902,Museum Of Ice Cream NYC,40.723917,-73.997941,Museum
1111,Greenwich Village,40.72693288536128,-73.99991402945902,Allouche Gallery,40.72367782991884,-74.00006155396915,Art Gallery
1112,Greenwich Village,40.72693288536128,-73.99991402945902,Martin Lawrence Gallery,40.72612242634618,-74.00052576007471,Art Gallery
1113,Greenwich Village,40.72693288536128,-73.99991402945902,The Red Lion,40.72836149754002,-73.99949718744972,Rock Club
1114,Greenwich Village,40.72693288536128,-73.99991402945902,Kimmel Gallery Windows - Sustainability at NYU,40.72899071909928,-73.99902883049319,Art Gallery
1115,Greenwich Village,40.72693288536128,-73.99991402945902,Comedy Corner,40.72902787166619,-74.00100866021788,Comedy Club
1116,Greenwich Village,40.72693288536128,-73.99991402945902,134 Spring Street,40.72404714823236,-74.00088165931909,Art Gallery
1117,Greenwich Village,40.72693288536128,-73.99991402945902,Bleecker Street Theatre,40.725863049070774,-73.99446000039906,Theater
1118,Greenwich Village,40.72693288536128,-73.99991402945902,General Giuseppe Garibaldi statue by Giovanni Turini,40.730569245017286,-73.99687681845322,Outdoor Sculpture
1119,Greenwich Village,40.72693288536128,-73.99991402945902,Louis K. Meisel Gallery,40.7256442113399,-74.00052544940485,Art Gallery
1120,Greenwich Village,40.72693288536128,-73.99991402945902,Grisly Pear Comedy Club,40.72991,-74.00093,Comedy Club
1121,Greenwich Village,40.72693288536128,-73.99991402945902,Staley-Wise Gallery,40.724047098284885,-73.99794364556223,Art Gallery
1122,Greenwich Village,40.72693288536128,-73.99991402945902,Franklin Bowles Gallery,40.725266999999995,-74.00095,Art Gallery
1123,Greenwich Village,40.72693288536128,-73.99991402945902,Washington Square Windows,40.73003322857143,-73.9965734,Art Gallery
1124,Greenwich Village,40.72693288536128,-73.99991402945902,Other Criteria,40.722501,-74.000766,Art Gallery
1125,Greenwich Village,40.72693288536128,-73.99991402945902,NYU Provincetown Playhouse,40.73074123331204,-73.9999292531066,Theater
1126,Greenwich Village,40.72693288536128,-73.99991402945902,Axelle Fine Arts,40.726636,-74.00075,Art Gallery
1127,Greenwich Village,40.72693288536128,-73.99991402945902,Jamali Gallery,40.72501057091963,-74.00175467770325,Art Gallery
1128,Greenwich Village,40.72693288536128,-73.99991402945902,Carré D'artistes,40.73075862389567,-74.00271061990077,Art Gallery
1129,Greenwich Village,40.72693288536128,-73.99991402945902,The Museum Of Modern Love,40.726098,-73.995945,Museum
1130,Greenwich Village,40.72693288536128,-73.99991402945902,Esopus Space,40.72875380516052,-73.9962512254715,Art Gallery
1131,Greenwich Village,40.72693288536128,-73.99991402945902,NYTM,40.72992867880951,-73.99754251009294,Theater
1132,Greenwich Village,40.72693288536128,-73.99991402945902,OK Harris,40.72376443069957,-74.00245952429151,Art Gallery
1133,Greenwich Village,40.72693288536128,-73.99991402945902,Peggy Spina Tap Studio,40.725297,-73.999491,Dance Studio
1134,Greenwich Village,40.72693288536128,-73.99991402945902,art battles,40.72870555454025,-73.99998144677043,Art Gallery
1135,Greenwich Village,40.72693288536128,-73.99991402945902,GLLAM  (Gallery La La Artisan Market),40.726815649921754,-74.0022325515747,Art Gallery
1136,Greenwich Village,40.72693288536128,-73.99991402945902,Russeck Gallery,40.726793,-74.00056500000001,Art Gallery
1137,Greenwich Village,40.72693288536128,-73.99991402945902,Campton Gallery,40.725962,-74.00040200000001,Art Gallery
1138,Greenwich Village,40.72693288536128,-73.99991402945902,Eli Klein Fine Art,40.726259070952366,-74.00035786212761,Indie Movie Theater
1139,Greenwich Village,40.72693288536128,-73.99991402945902,Leslie Lohman Art Studio,40.725657,-74.000274,Art Gallery
1140,Greenwich Village,40.72693288536128,-73.99991402945902,Morrison Hotel Gallery Loft,40.725189,-73.99995799999999,Art Gallery
1141,Greenwich Village,40.72693288536128,-73.99991402945902,Mimi Ferzt Gallery,40.725016,-73.999742,Art Gallery
1142,Greenwich Village,40.72693288536128,-73.99991402945902,Crown Fine Art,40.724973999999996,-74.001194,Art Gallery
1143,Greenwich Village,40.72693288536128,-73.99991402945902,QVC Fashion's Night Out,40.725859946547715,-74.00254660077628,Arts & Entertainment
1144,Greenwich Village,40.72693288536128,-73.99991402945902,Spotify Black History Is Now Pop-Up,40.724661,-74.000799,Exhibit
1145,Greenwich Village,40.72693288536128,-73.99991402945902,Soho Artist's Tuesday's Live Music,40.7250632,-73.9976946,Music Venue
1146,Greenwich Village,40.72693288536128,-73.99991402945902,Artful Posters,40.72946096810597,-74.00132428335488,Art Gallery
1147,Greenwich Village,40.72693288536128,-73.99991402945902,Crown Art Gallery,40.72554322136081,-73.99678729419479,Art Gallery
1148,Greenwich Village,40.72693288536128,-73.99991402945902,Ethnix,40.72570495,-73.99655125,History Museum
1149,Greenwich Village,40.72693288536128,-73.99991402945902,Rebecca Kelly Ballet,40.724672978739896,-73.997410519693,Dance Studio
1150,Greenwich Village,40.72693288536128,-73.99991402945902,Ward-Nasse Gallery,40.726124,-74.00206899999999,Art Gallery
1151,Greenwich Village,40.72693288536128,-73.99991402945902,ISE Cultural Foundation,40.723921999999995,-73.998644,Art Gallery
1152,Greenwich Village,40.72693288536128,-73.99991402945902,NYU Kimmel Center Grand Hall,40.729876000000004,-73.998192,Public Art
1153,Greenwich Village,40.72693288536128,-73.99991402945902,Aquila Theatre,40.7299323535004,-73.99831723452024,Theater
1154,Greenwich Village,40.72693288536128,-73.99991402945902,The Steve & Marie Sgouros Theatre,40.73014013834933,-74.00055530971083,Indie Theater
1155,Greenwich Village,40.72693288536128,-73.99991402945902,Players Loft,40.7301659,-74.000664,Performing Arts Venue
1156,Greenwich Village,40.72693288536128,-73.99991402945902,Lali Lali Gallery,40.72673840895164,-73.99558067321777,Art Gallery
1157,Greenwich Village,40.72693288536128,-73.99991402945902,american liberty ballet,40.730207,-74.000677,Dance Studio
1158,Greenwich Village,40.72693288536128,-73.99991402945902,Monday Night Magic @ The Player's Theatre,40.7302287532504,-74.00054383246888,Indie Theater
1159,Greenwich Village,40.72693288536128,-73.99991402945902,Museum Of Future Experiences,40.72355,-74.001321,Museum
1160,Greenwich Village,40.72693288536128,-73.99991402945902,Sounds Of Brazil,40.72826,-74.004789,Music Venue
1161,Greenwich Village,40.72693288536128,-73.99991402945902,Frameworks,40.727337,-73.994301,Art Gallery
1162,Greenwich Village,40.72693288536128,-73.99991402945902,Bedlam Theatre,40.72579692383969,-73.99444931986767,Theater
1163,Greenwich Village,40.72693288536128,-73.99991402945902,Planet Connections Festivity,40.72578528929617,-73.99441872581735,Indie Theater
1164,Greenwich Village,40.72693288536128,-73.99991402945902,UCB,40.725852,-73.994381,Theater
1165,Greenwich Village,40.72693288536128,-73.99991402945902,NoHo Next,40.72582966989474,-73.99436897659933,Art Gallery
1166,Greenwich Village,40.72693288536128,-73.99991402945902,Tail! Spin!,40.72577644323214,-73.99436897659933,Theater
1167,Greenwich Village,40.72693288536128,-73.99991402945902,Greenwich Village Comedy Club,40.72956180552471,-74.0008414139279,Comedy Club
1168,East Village,40.727846777270244,-73.98222616506416,The Brant Foundation Art Study Center,40.726009877430975,-73.98522676126714,Art Gallery
1169,East Village,40.727846777270244,-73.98222616506416,Rue B,40.727890963811404,-73.97917824992668,Jazz Club
1170,East Village,40.727846777270244,-73.98222616506416,Theatre 80,40.72774559168416,-73.9856890550459,Performing Arts Venue
1171,East Village,40.727846777270244,-73.98222616506416,UNDER St. Marks Theater,40.727455248644645,-73.98494621084474,Theater
1172,East Village,40.727846777270244,-73.98222616506416,Theater for the New City,40.728611716349285,-73.98468138652906,Theater
1173,East Village,40.727846777270244,-73.98222616506416,Dorian Grey,40.72749541279965,-73.98321798596363,Art Gallery
1174,East Village,40.727846777270244,-73.98222616506416,Orpheum Theatre,40.72829131686987,-73.98772968966699,Indie Theater
1175,East Village,40.727846777270244,-73.98222616506416,Performance Space 122,40.72827363541418,-73.98463856532452,Indie Theater
1176,East Village,40.727846777270244,-73.98222616506416,Connelly Theater,40.72350091305057,-73.98348837499002,Indie Theater
1177,East Village,40.727846777270244,-73.98222616506416,Bayside! The Musical,40.72769389231245,-73.98576088876565,Theater
1178,East Village,40.727846777270244,-73.98222616506416,City Cinemas Village East,40.73098043159134,-73.9861875772476,Multiplex
1179,East Village,40.727846777270244,-73.98222616506416,Danspace Project,40.73026878569245,-73.98714168165263,Dance Studio
1180,East Village,40.727846777270244,-73.98222616506416,Metropolitan Playhouse,40.72354855415679,-73.9832818434207,Theater
1181,East Village,40.727846777270244,-73.98222616506416,14th St Y Theater,40.73117229530525,-73.98326965407645,Theater
1182,East Village,40.727846777270244,-73.98222616506416,Museum of the American Gangster,40.72777425140347,-73.98573756703753,History Museum
1183,East Village,40.727846777270244,-73.98222616506416,Joe Strummer Mural,40.726074205352724,-73.98329276113816,Street Art
1184,East Village,40.727846777270244,-73.98222616506416,Coney Island Baby,40.72826787576222,-73.98197139384249,Music Venue
1185,East Village,40.727846777270244,-73.98222616506416,Museum of Reclaimed Urban Space,40.72573177243601,-73.9777406847484,Art Gallery
1186,East Village,40.727846777270244,-73.98222616506416,DROM,40.72536469187814,-73.98443709900205,Music Venue
1187,East Village,40.727846777270244,-73.98222616506416,Swiss Institute Of Contemporary Art,40.728425,-73.987548,Art Gallery
1188,East Village,40.727846777270244,-73.98222616506416,303 Gallery,40.727191,-73.979535,Art Gallery
1189,East Village,40.727846777270244,-73.98222616506416,Johnson Theater,40.728815000000004,-73.985173,Theater
1190,East Village,40.727846777270244,-73.98222616506416,The Theater at the 14th Street Y,40.729128772167606,-73.97907972335815,Indie Theater
1191,East Village,40.727846777270244,-73.98222616506416,212 Arts,40.72863281951204,-73.98023843765259,Art Gallery
1192,East Village,40.727846777270244,-73.98222616506416,Laughter in the Park,40.726088,-73.982062,Comedy Club
1193,East Village,40.727846777270244,-73.98222616506416,Eastside Video,40.725888,-73.986598,Movie Theater
1194,East Village,40.727846777270244,-73.98222616506416,Gil Scott-Heron Mural,40.72729442281979,-73.97687406258616,Street Art
1195,East Village,40.727846777270244,-73.98222616506416,afterwork theater project,40.727591,-73.985278,Theater
1196,East Village,40.727846777270244,-73.98222616506416,Ed. Varie,40.725935,-73.980028,Art Gallery
1197,East Village,40.727846777270244,-73.98222616506416,Phoenix. Club,40.7272145855679,-73.98565727114978,Theater
1198,East Village,40.727846777270244,-73.98222616506416,Amore Opera,40.72527807657385,-73.98390684784697,Opera House
1199,East Village,40.727846777270244,-73.98222616506416,The New York Bus Tour,40.730608477796636,-73.98525953292847,Tour Provider
1200,East Village,40.727846777270244,-73.98222616506416,The East Village Playhouse,40.72664084128227,-73.98671865463257,Performing Arts Venue
1201,East Village,40.727846777270244,-73.98222616506416,Sage Stand-Up @ Bar 82,40.72872225387065,-73.98749113082886,Comedy Club
1202,East Village,40.727846777270244,-73.98222616506416,St Marks Historic Landmark Fund,40.730475,-73.986701,Museum
1203,East Village,40.727846777270244,-73.98222616506416,Studio Q'dance,40.7236519,-73.9802475,Dance Studio
1204,East Village,40.727846777270244,-73.98222616506416,Ontological Theater,40.73047,-73.9870136976242,Indie Theater
1205,Lower East Side,40.71780674892765,-73.98089031999291,Spoke Art NYC,40.71839474548904,-73.98284352723249,Art Gallery
1206,Lower East Side,40.71780674892765,-73.98089031999291,Caveat,40.7206547383852,-73.98433786083848,Performing Arts Venue
1207,Lower East Side,40.71780674892765,-73.98089031999291,Abrons Arts Center,40.71514694987578,-73.98368489543543,Art Gallery
1208,Lower East Side,40.71780674892765,-73.98089031999291,Nuyorican Poets Cafe,40.7221253176312,-73.98172401003714,Theater
1209,Lower East Side,40.71780674892765,-73.98089031999291,Paul Taylor Dance Company,40.71409017780949,-73.98020344773167,Dance Studio
1210,Lower East Side,40.71780674892765,-73.98089031999291,JTT,40.72097520518479,-73.9850661463758,Art Gallery
1211,Lower East Side,40.71780674892765,-73.98089031999291,Parkside Lounge,40.721087753252974,-73.98317385088014,Rock Club
1212,Lower East Side,40.71780674892765,-73.98089031999291,COW Theater,40.72065289629069,-73.98436898981258,Indie Theater
1213,Lower East Side,40.71780674892765,-73.98089031999291,Teatro Latea,40.719127092136254,-73.98635509784748,Indie Theater
1214,Lower East Side,40.71780674892765,-73.98089031999291,Rachel Uffner Gallery,40.72084443971285,-73.98486533994324,Art Gallery
1215,Lower East Side,40.71780674892765,-73.98089031999291,Rivington Music Rehearsal Studios,40.71995757133927,-73.98348924587485,Music Venue
1216,Lower East Side,40.71780674892765,-73.98089031999291,Teatro SEA,40.718955744656384,-73.98625785639518,Theater
1217,Lower East Side,40.71780674892765,-73.98089031999291,Flamboyán Theatre,40.71915314235839,-73.98615314177988,Indie Theater
1218,Lower East Side,40.71780674892765,-73.98089031999291,LYNCH THAM,40.718759000000006,-73.984441,Art Gallery
1219,Lower East Side,40.71780674892765,-73.98089031999291,LYNCH THAM,40.718845128780096,-73.98454070091248,Art Gallery
1220,Lower East Side,40.71780674892765,-73.98089031999291,Clemente Soto Vélez Cultural Center,40.71922571356022,-73.98608356690764,Music Venue
1221,Lower East Side,40.71780674892765,-73.98089031999291,Playhouse Theatre,40.71528658310272,-73.98378632626707,Theater
1222,Lower East Side,40.71780674892765,-73.98089031999291,Bullet Space,40.7212069868388,-73.97965706522501,Art Gallery
1223,Lower East Side,40.71780674892765,-73.98089031999291,See Food Media,40.720250703084034,-73.98450945439116,Arts & Entertainment
1224,Lower East Side,40.71780674892765,-73.98089031999291,Gathering of the Tribes Gallery,40.721555,-73.979884,Art Gallery
1225,Lower East Side,40.71780674892765,-73.98089031999291,154 Smart Clothes,40.720597999999995,-73.985114,Art Gallery
1226,Lower East Side,40.71780674892765,-73.98089031999291,E-flux,40.714483,-73.982479,Art Gallery
1227,Lower East Side,40.71780674892765,-73.98089031999291,Bellydance with Salit,40.71896913552538,-73.98621439933777,Dance Studio
1228,Lower East Side,40.71780674892765,-73.98089031999291,East Village Dance Project,40.722116250109295,-73.97945897918443,Dance Studio
1229,Lower East Side,40.71780674892765,-73.98089031999291,NIGHTMARE: Fairy Tales,40.719066070523134,-73.98656606706177,Theater
1230,Tribeca,40.721521967443216,-74.01068328559087,Tribeca Film Center,40.71960372705133,-74.01027284346776,Indie Theater
1231,Tribeca,40.721521967443216,-74.01068328559087,Taymour Grahne Gallery,40.721706,-74.008896,Art Gallery
1232,Tribeca,40.721521967443216,-74.01068328559087,Pier 25 Mini Golf,40.72029228991966,-74.01409636131919,Mini Golf
1233,Tribeca,40.721521967443216,-74.01068328559087,Tribeca Performing Arts Center,40.7175939490532,-74.01219801457627,Performing Arts Venue
1234,Tribeca,40.721521967443216,-74.01068328559087,Tribeca Screening Room,40.71947862653056,-74.01020606629388,Indie Movie Theater
1235,Tribeca,40.721521967443216,-74.01068328559087,Muse Paintbar,40.71770052447933,-74.01054908193836,Art Gallery
1236,Tribeca,40.721521967443216,-74.01068328559087,iHeartRadio Theater,40.72031234030413,-74.0051501071889,Music Venue
1237,Tribeca,40.721521967443216,-74.01068328559087,Passion Pit,40.72126193031926,-74.0146820318007,Rock Club
1238,Tribeca,40.721521967443216,-74.01068328559087,Chung King Studios,40.7218,-74.0094,Music Venue
1239,Tribeca,40.721521967443216,-74.01068328559087,Hort Family Collection,40.721489797707406,-74.00795224900666,Art Gallery
1240,Tribeca,40.721521967443216,-74.01068328559087,SOBs,40.7210955103292,-74.00596618652344,Music Venue
1241,Tribeca,40.721521967443216,-74.01068328559087,Cheryl Hazan Gallery,40.71987052223004,-74.0078317425897,Art Gallery
1242,Tribeca,40.721521967443216,-74.01068328559087,Michael Neff Studio,40.72410775767509,-74.00936628150936,Arts & Entertainment
1243,Tribeca,40.721521967443216,-74.01068328559087,Robert Whitman Photography Studio,40.72114429824649,-74.00658845901489,Art Gallery
1244,Tribeca,40.721521967443216,-74.01068328559087,Independent Art Fair,40.721053,-74.006359,Art Gallery
1245,Tribeca,40.721521967443216,-74.01068328559087,Canal Park Playhouse,40.72486492117154,-74.00957070975682,Theater
1246,Tribeca,40.721521967443216,-74.01068328559087,Kamar Office gallery,40.72088409560772,-74.00612711906433,Art Gallery
1247,Tribeca,40.721521967443216,-74.01068328559087,On The Verge,40.71810039046722,-74.01204368371562,Performing Arts Venue
1248,Tribeca,40.721521967443216,-74.01068328559087,Art Projects International,40.72245370997543,-74.00962785417319,Art Gallery
1249,Tribeca,40.721521967443216,-74.01068328559087,Tachi Gallery,40.722740703829366,-74.01056894104583,Art Gallery
1250,Tribeca,40.721521967443216,-74.01068328559087,Canal Street Flower Market,40.725381,-74.010202,Memorial Site
1251,Tribeca,40.721521967443216,-74.01068328559087,studio69,40.71821695991492,-74.00695323944092,Performing Arts Venue
1252,Tribeca,40.721521967443216,-74.01068328559087,NextGen:Charity,40.717287,-74.012341,Theater
1253,Tribeca,40.721521967443216,-74.01068328559087,Tug Pegasus Preservation Project,40.720396212918466,-74.01405572891235,History Museum
1254,Tribeca,40.721521967443216,-74.01068328559087,worthless studios,40.724024754812994,-74.00884419679642,Art Gallery
1255,Tribeca,40.721521967443216,-74.01068328559087,Liberty Church / Tribeca Film Center,40.721663268327596,-74.00659716225877,Indie Movie Theater
1256,Tribeca,40.721521967443216,-74.01068328559087,OPENSPACE | Nomadic Gallery,40.719814,-74.006301,Art Gallery
1257,Tribeca,40.721521967443216,-74.01068328559087,Town Stages,40.719287636352284,-74.00589651524993,Performing Arts Venue
1258,Tribeca,40.721521967443216,-74.01068328559087,iHeartRadio Music Studios,40.720352,-74.005073,Music Venue
1259,Tribeca,40.721521967443216,-74.01068328559087,General Jose Artigas Park,40.723299000883976,-74.00523796702109,Outdoor Sculpture
1260,Little Italy,40.71932379395907,-73.99730467208073,Museum of Chinese in America (MOCA),40.71936148321417,-73.99908632040024,History Museum
1261,Little Italy,40.71932379395907,-73.99730467208073,Storefront for Art and Architecture,40.72138859647774,-73.99717578338779,Art Gallery
1262,Little Italy,40.71932379395907,-73.99730467208073,Clic Gallery + Bookstore,40.720741,-73.997917,Art Gallery
1263,Little Italy,40.71932379395907,-73.99730467208073,Bowery Ballroom,40.72032836818677,-73.99333511789582,Rock Club
1264,Little Italy,40.71932379395907,-73.99730467208073,Center for Italian Modern Art,40.72118752815872,-73.99851539989318,Art Gallery
1265,Little Italy,40.71932379395907,-73.99730467208073,Canada,40.71923524702593,-73.99403108041824,Art Gallery
1266,Little Italy,40.71932379395907,-73.99730467208073,Dance With Me SoHo,40.72257786685151,-74.00136338778867,Dance Studio
1267,Little Italy,40.71932379395907,-73.99730467208073,Judd Foundation,40.72347370185339,-73.99950860631412,Art Gallery
1268,Little Italy,40.71932379395907,-73.99730467208073,Artists Space,40.72168336532606,-74.00204600380728,Art Gallery
1269,Little Italy,40.71932379395907,-73.99730467208073,Jack Hanley Gallery,40.71918567899936,-73.99368540776456,Art Gallery
1270,Little Italy,40.71932379395907,-73.99730467208073,Screening Room At The Crosby Hotel,40.723031954033985,-73.99743511417526,Indie Movie Theater
1271,Little Italy,40.71932379395907,-73.99730467208073,New Museum,40.722353820596624,-73.99302452802658,Art Museum
1272,Little Italy,40.71932379395907,-73.99730467208073,Art in General,40.71816497224203,-74.00202951471842,Art Gallery
1273,Little Italy,40.71932379395907,-73.99730467208073,Gallery Nine 5,40.72148517735556,-73.99524638356138,Art Gallery
1274,Little Italy,40.71932379395907,-73.99730467208073,Salon 94 Freemans,40.72168319265213,-73.99255573034229,Art Gallery
1275,Little Italy,40.71932379395907,-73.99730467208073,188 galerie,40.72092,-73.998541,Art Gallery
1276,Little Italy,40.71932379395907,-73.99730467208073,Gavin Brown,40.717585526949165,-73.99224982557948,Art Gallery
1277,Little Italy,40.71932379395907,-73.99730467208073,Woodward Gallery,40.7189460194136,-73.99167858802134,Art Gallery
1278,Little Italy,40.71932379395907,-73.99730467208073,Liberated Movement,40.717989767274354,-74.00286058645817,Dance Studio
1279,Little Italy,40.71932379395907,-73.99730467208073,Judith Charles Gallery,40.721307,-73.994054,Art Gallery
1280,Little Italy,40.71932379395907,-73.99730467208073,Rhizome,40.72224104286043,-73.99302609127328,Art Gallery
1281,Little Italy,40.71932379395907,-73.99730467208073,Studio 231,40.722276574448074,-73.9930272102356,Art Museum
1282,Little Italy,40.71932379395907,-73.99730467208073,Battery Dance,40.71798399071495,-74.00283803914724,Dance Studio
1283,Little Italy,40.71932379395907,-73.99730467208073,White Box,40.719178101019246,-73.9938080996071,Art Gallery
1284,Little Italy,40.71932379395907,-73.99730467208073,Marc Straus Gallery,40.7175336628823,-73.99190440437894,Art Gallery
1285,Little Italy,40.71932379395907,-73.99730467208073,Italian American Museum Of New York,40.71919065572268,-73.99737599769244,History Museum
1286,Little Italy,40.71932379395907,-73.99730467208073,Elizabeth Street Gallery,40.72226140024772,-73.99464940532661,Art Gallery
1287,Little Italy,40.71932379395907,-73.99730467208073,Other Criteria,40.722501,-74.000766,Art Gallery
1288,Little Italy,40.71932379395907,-73.99730467208073,Invisible Exports,40.71742350753955,-73.99233708413628,Art Gallery
1289,Little Italy,40.71932379395907,-73.99730467208073,Brit Pack,40.719731774338,-73.99924218315616,Comedy Club
1290,Little Italy,40.71932379395907,-73.99730467208073,Access Theatre,40.717968682041786,-74.00289654490574,Indie Theater
1291,Little Italy,40.71932379395907,-73.99730467208073,Ronald Feldman Fine Arts,40.72107612128202,-74.0016646456474,Art Gallery
1292,Little Italy,40.71932379395907,-73.99730467208073,The Lodge Gallery,40.719430885848375,-73.99328876730293,Art Gallery
1293,Little Italy,40.71932379395907,-73.99730467208073,Wong Lo Kat,40.718691,-73.995836,Museum
1294,Little Italy,40.71932379395907,-73.99730467208073,Old School,40.72277309693571,-73.9954094544303,Art Gallery
1295,Little Italy,40.71932379395907,-73.99730467208073,Nicelle Beauchene Gallery,40.719234870315574,-73.99376505068388,Art Gallery
1296,Little Italy,40.71932379395907,-73.99730467208073,Eleven Rivington,40.72137967452232,-73.992585581147,Art Gallery
1297,Little Italy,40.71932379395907,-73.99730467208073,Studio Manhattan Art&Design,40.71633,-73.998213,Art Gallery
1298,Little Italy,40.71932379395907,-73.99730467208073,Grimm Gallery,40.721405,-73.99381,Art Gallery
1299,Little Italy,40.71932379395907,-73.99730467208073,Andrew Edlin Gallery,40.721764,-73.99388,Art Gallery
1300,Little Italy,40.71932379395907,-73.99730467208073,lyles & King,40.7186496733077,-73.99258419960101,Art Gallery
1301,Little Italy,40.71932379395907,-73.99730467208073,2 Rivington,40.72149149958703,-73.99328433918174,Art Gallery
1302,Little Italy,40.71932379395907,-73.99730467208073,Andrew Kreps,40.718174,-74.002045,Art Gallery
1303,Little Italy,40.71932379395907,-73.99730467208073,88 Mott St,40.71766666996318,-73.99743347455168,Music Venue
1304,Little Italy,40.71932379395907,-73.99730467208073,Studio Luce,40.719823,-73.996923,Art Museum
1305,Little Italy,40.71932379395907,-73.99730467208073,Amy Li Projects,40.71980261749115,-73.99611711502074,Art Gallery
1306,Little Italy,40.71932379395907,-73.99730467208073,Baxter St at The Camera Club of New York,40.718216,-73.999091,Art Gallery
1307,Little Italy,40.71932379395907,-73.99730467208073,Howard St,40.718876,-73.999634,Art Gallery
1308,Little Italy,40.71932379395907,-73.99730467208073,Larry Singer Studio,40.718578,-74.002947,Theater
1309,Little Italy,40.71932379395907,-73.99730467208073,47 Canal,40.717795,-73.991906,Art Gallery
1310,Little Italy,40.71932379395907,-73.99730467208073,Mencius Society for the Arts,40.71827339317436,-73.99432867597854,Music Venue
1311,Little Italy,40.71932379395907,-73.99730467208073,P!,40.719406,-73.993863,Art Gallery
1312,Little Italy,40.71932379395907,-73.99730467208073,Boo-Hooray,40.71902484312422,-74.0009627513546,Art Gallery
1313,Little Italy,40.71932379395907,-73.99730467208073,Broadway Gallery,40.72130552013542,-74.00027411708489,Art Gallery
1314,Little Italy,40.71932379395907,-73.99730467208073,Republic Worldwide: The Lodge Gallery,40.71951801506643,-73.99324178695679,Art Gallery
1315,Little Italy,40.71932379395907,-73.99730467208073,Sacred Gallery,40.71962789902602,-74.00167853105464,Art Gallery
1316,Little Italy,40.71932379395907,-73.99730467208073,208 Bowery Gallery,40.721562,-73.993758,Art Gallery
1317,Little Italy,40.71932379395907,-73.99730467208073,Hello Again (Transport Group),40.721649,-74.000757,Theater
1318,Little Italy,40.71932379395907,-73.99730467208073,Blue Man Group Training Facility,40.71929,-74.001955,Dance Studio
1319,Little Italy,40.71932379395907,-73.99730467208073,Brian Morris Gallery,40.72067,-73.992887,Art Gallery
1320,Little Italy,40.71932379395907,-73.99730467208073,Envoy Gallery,40.719936991735246,-73.99260715503765,Art Gallery
1321,Little Italy,40.71932379395907,-73.99730467208073,Simon Preston Gallery,40.718734492604845,-73.99235288827268,Art Gallery
1322,Little Italy,40.71932379395907,-73.99730467208073,Dodge Gallery,40.72120573325622,-73.99262797054182,Art Gallery
1323,Little Italy,40.71932379395907,-73.99730467208073,Cristin Tierney Gallery,40.721916768838135,-73.9931559562683,Art Gallery
1324,Little Italy,40.71932379395907,-73.99730467208073,Sun Yat Sen Statue,40.71571146772344,-73.99986147880554,Outdoor Sculpture
1325,Little Italy,40.71932379395907,-73.99730467208073,The Monkey Pit,40.71984500494016,-73.99174729420483,Dance Studio
1326,Little Italy,40.71932379395907,-73.99730467208073,Callicoon Fine Arts,40.71931,-73.991663,Art Gallery
1327,Little Italy,40.71932379395907,-73.99730467208073,The Untitled Space,40.719597,-74.002975,Art Gallery
1328,Little Italy,40.71932379395907,-73.99730467208073,Location One,40.7210813805175,-74.00269415610568,Art Gallery
1329,Little Italy,40.71932379395907,-73.99730467208073,Third Streaming,40.720648286087744,-74.00291919708252,Art Gallery
1330,Little Italy,40.71932379395907,-73.99730467208073,Clown Bar,40.72110180939469,-73.99188405746436,Theater
1331,Soho,40.72218384131794,-74.00065666959759,Dance With Me SoHo,40.72257786685151,-74.00136338778867,Dance Studio
1332,Soho,40.72218384131794,-74.00065666959759,The Drawing Center,40.72239295664532,-74.00273018907352,Art Museum
1333,Soho,40.72218384131794,-74.00065666959759,Leslie+Lohman Museum of Gay & Lesbian Art,40.72177971162039,-74.00316977960017,Art Gallery
1334,Soho,40.72218384131794,-74.00065666959759,Judd Foundation,40.72347370185339,-73.99950860631412,Art Gallery
1335,Soho,40.72218384131794,-74.00065666959759,Eden Fine Art,40.722606705991694,-74.00143248875875,Art Gallery
1336,Soho,40.72218384131794,-74.00065666959759,Artists Space,40.72168336532606,-74.00204600380728,Art Gallery
1337,Soho,40.72218384131794,-74.00065666959759,Jeffrey Deitch,40.72155035748187,-74.00334954345144,Art Gallery
1338,Soho,40.72218384131794,-74.00065666959759,Paul Nicklen Gallery,40.722636,-74.003203,Art Gallery
